id,title,rating,date,MPA_rating
B859,"860.Tinker Tailor Soldier Spy",85,"Dec 9, 2011",R
B860,"861.The Wild Robot",85,"Sep 27, 2024",PG
B861,"862.Harakiri",85,"Aug 4, 1964",Not Rated
B862,"863.Support the Girls",85,"Aug 24, 2018",R
B863,"864.Half Nelson",85,"Aug 11, 2006",R
B864,"865.Cat People",85,"Dec 25, 1942",Not Rated
B865,"866.Vincere",85,"Mar 19, 2010",Unrated
B866,"867.The Fabulous Baker Boys",85,"Oct 13, 1989",R
B867,"868.The Insider",85,"Nov 5, 1999",TV-14
B868,"869.Street Fight",85,"Feb 22, 2006",Not Rated
B869,"870.The Sun",85,"Nov 20, 2009",Not Rated
B870,"871.Victim",85,"Feb 5, 1962",Not Rated
B871,"872.Love and Diane",85,"Apr 16, 2003",Apr 16, 2003
B872,"873.Domestic Violence",85,"Jan 30, 2002",Jan 30, 2002
B873,"874.About Schmidt",85,"Dec 13, 2002",R
B874,"875.The Asphalt Jungle",85,"May 12, 1950",Passed
B875,"876.Hero",85,"Aug 27, 2004",TV-14
B876,"877.Alcarràs",85,"Jan 6, 2023",Jan 6, 2023
B877,"878.Shane",85,"Apr 23, 1953",Approved
B878,"879.Hale County This Morning, This Evening",85,"Sep 14, 2018",Not Rated
B879,"880.The Taste of Things",85,"Dec 13, 2023",PG-13
B880,"881.Neil Young: Heart of Gold",85,"Feb 10, 2006",PG
B881,"882.In Front of Your Face",85,"May 6, 2022",May 6, 2022
B882,"883.Passing",85,"Oct 27, 2021",PG-13
B883,"884.Mudbound",85,"Nov 17, 2017",R
B884,"885.My Life as a Zucchini",85,"Feb 24, 2017",PG-13
B885,"886.In the Same Breath",85,"Aug 13, 2021",Aug 13, 2021
B886,"887.Atlantis",85,"Jan 22, 2021",Jan 22, 2021
B887,"888.Honeyland",85,"Jul 26, 2019",Unrated
B888,"889.Hedwig and the Angry Inch",85,"Jul 20, 2001",R
B889,"890.The Beasts",85,"Jul 28, 2023",Jul 28, 2023
B890,"891.Holy Motors",85,"Oct 17, 2012",Not Rated
B891,"892.God's Own Country",85,"Oct 25, 2017",Not Rated
B892,"893.Kaili Blues",85,"May 20, 2016",Not Rated
B893,"894.Unforgiven",85,"Aug 7, 1992",TV-14
B894,"895.The Intruder",85,"Dec 23, 2005",Unrated
B895,"896.Forbidden Lie$",85,"Apr 3, 2009",Not Rated
B896,"897.The Wages of Fear (1953)",85,"Dec 9, 2011",Not Rated
B897,"898.Everybody Wants Some!!",85,"Mar 30, 2016",R
B898,"899.Behemoth",85,"Jan 27, 2017",Not Rated
B899,"900.2000 Meters to Andriivka",85,"85Metascore",85Metascore
B900,"901.The Past",85,"Dec 20, 2013",PG-13
B901,"902.Oasis Knebworth 1996",85,"Sep 23, 2021",Sep 23, 2021
B902,"903.Cinderella",85,"Mar 4, 1950",TV-G
B903,"904.One Child Nation",85,"Aug 9, 2019",R
B904,"905.24 Hour Party People",85,"Aug 9, 2002",TV-MA
B905,"906.Vengeance Is Mine",85,"Oct 17, 1979",Not Rated
B906,"907.Identifying Features",85,"Jan 22, 2021",Jan 22, 2021
B907,"908.The Sacrifice",85,"Nov 5, 1986",PG
B908,"909.Nomad: In the Footsteps of Bruce Chatwin",85,"Aug 26, 2020",Not Rated
B909,"910.The Wonderful Story of Henry Sugar",85,"Sep 20, 2023",PG
B910,"911.Atonement",85,"Dec 7, 2007",R
B911,"912.The Tree of Life",85,"May 27, 2011",PG-13
B912,"913.Decision to Leave",85,"Oct 14, 2022",Oct 14, 2022
B913,"914.Alexandra",85,"Mar 26, 2008",Not Rated
B914,"915.Daughters",85,"Aug 9, 2024",PG-13
B915,"916.The Fabelmans",85,"Nov 11, 2022",PG-13
B916,"917.Naked",85,"Dec 15, 1993",Not Rated
B917,"918.The Host",85,"Mar 9, 2007",TV-MA
B918,"919.All Is Forgiven (2007)",85,"Nov 5, 2021",Nov 5, 2021
B919,"920.The Departure",85,"Oct 13, 2017",Not Rated
B920,"921.Restrepo",85,"Jun 25, 2010",R
B921,"922.Women on the Verge of a Nervous Breakdown",85,"Nov 11, 1988",R
B922,"923.Das Boot",85,"Feb 10, 1982",R
B923,"924.Grisbi (re-release)",85,"Sep 5, 2003",Not Rated
B924,"925.Starless Dreams",85,"Jan 20, 2017",Jan 20, 2017
B925,"926.Stalker",85,"Oct 20, 1982",Not Rated
B926,"927.The Iron Giant",85,"Aug 6, 1999",TV-PG
B927,"928.Beanpole",85,"Jan 29, 2020",Unrated
B928,"929.Won't You Be My Neighbor?",85,"Jun 8, 2018",PG-13
B929,"930.Passing Strange",85,"Aug 21, 2009",TV-G
B930,"931.Meek's Cutoff",85,"Apr 8, 2011",PG
B931,"932.The Long Day Closes",85,"May 28, 1993",PG
B932,"933.Fruitvale Station",85,"Jul 12, 2013",R
B933,"934.Rachel Getting Married",85,"Oct 3, 2008",R
B934,"935.The Last Days",85,"Oct 23, 1998",PG-13
B935,"936.Watchers of the Sky",85,"Oct 17, 2014",Not Rated
B936,"937.Sound and Fury",85,"Oct 25, 2000",Not Rated
B937,"938.Paragraph 175",85,"Sep 13, 2000",Not Rated
B938,"939.The Circle",85,"Apr 13, 2001",Not Rated
B939,"940.Since Otar Left",85,"Apr 30, 2004",Unrated
B940,"941.Atlantic City",85,"Apr 3, 1981",R
B941,"942.The Eternal Memory",85,"Aug 11, 2023",Aug 11, 2023
B942,"943.The Handmaiden",85,"Oct 21, 2016",Not Rated
B943,"944.Evangelion: 3.0+1.0 Thrice Upon a Time",85,"Aug 13, 2021",TV-MA
B944,"945.EO",85,"Nov 18, 2022",Not Rated
B945,"946.Slumdog Millionaire",84,"Nov 12, 2008",TV-14
B946,"947.Juliet of the Spirits",84,"Nov 3, 1965",Not Rated
B947,"948.Beyond Utopia",84,"Oct 23, 2023",PG-13
B948,"949.Black Is King",84,"Jul 31, 2020",TV-14
B949,"950.Peter Hujar's Day",84,"84Metascore",84Metascore
B950,"951.The Work",84,"Oct 20, 2017",Not Rated
B951,"952.A Christmas Tale",84,"Nov 14, 2008",Not Rated
B952,"953.Paranoid Park",84,"Mar 7, 2008",R
B953,"954.Giant",84,"Nov 24, 1956",Passed
B954,"955.Out of Sight",84,"Jun 26, 1998",TV-14
B955,"956.Brazil",84,"Dec 18, 1985",R
B956,"957.The Dark Knight",84,"Jul 18, 2008",TV-14
B957,"958.In the Shadow of the Moon",84,"Sep 7, 2007",PG
B958,"959.The Big Risk",84,"Nov 18, 2005",Not Rated
B959,"960.Get on the Bus",84,"Oct 16, 1996",R
B960,"961.76 Days",84,"Dec 4, 2020",Not Rated
B961,"962.Shin Ultraman",84,"Jan 11, 2023",Jan 11, 2023
B962,"963.The Last Waltz",84,"Apr 26, 1978",PG
B963,"964.Are You There God? It's Me, Margaret",84,"Apr 28, 2023",PG-13
B964,"965.The Truffle Hunters",84,"Mar 5, 2021",PG-13
B965,"966.Children of Men",84,"Dec 25, 2006",R
B966,"967.Judas and the Black Messiah",84,"Feb 12, 2021",R
B967,"968.Broadcast News",84,"Dec 16, 1987",R
B968,"969.Revanche",84,"May 1, 2009",Not Rated
B969,"970.King & Country",84,"Nov 30, 1965",Not Rated
B970,"971.American Movie",84,"Nov 5, 1999",R
B971,"972.The Man Without a Past",84,"Apr 4, 2003",PG-13
B972,"973.Husbands and Wives",84,"Sep 18, 1992",TV-MA
B973,"974.Once Upon a Time ... in Hollywood",84,"Jul 26, 2019",R
B974,"975.After the Storm",84,"Mar 17, 2017",Not Rated
B975,"976.Moonrise Kingdom",84,"May 25, 2012",PG-13
B976,"977.Through a Glass Darkly",84,"Mar 13, 1962",Not Rated
B977,"978.Calle 54",84,"Oct 20, 2000",G
B978,"979.Horse Money",84,"Jul 24, 2015",Unrated
B979,"980.Up the Yangtze",84,"Apr 25, 2008",Not Rated
B980,"981.Farewell My Concubine",84,"Oct 15, 1993",R
B981,"982.Limelight",84,"Oct 23, 1952",TV-G
B982,"983.High Hopes",84,"Feb 24, 1989",PG
B983,"984.McQueen",84,"Jul 20, 2018",R
B984,"985.The Black Stallion",84,"Oct 13, 1979",G
B985,"986.Earth Mama",84,"Jul 7, 2023",R
B986,"987.Booksmart",84,"May 24, 2019",R
B987,"988.Wise Blood",84,"Feb 17, 1980",PG
B988,"989.Writing with Fire",84,"Nov 26, 2021",Not Rated
B989,"990.Small Axe: Red, White and Blue",84,"Dec 4, 2020",TV-MA
B990,"991.Ascension",84,"Oct 8, 2021",Not Rated
B991,"992.Lantana",84,"Dec 14, 2001",TV-MA
B992,"993.Reality",84,"May 29, 2023",TV-MA
B993,"994.The Friends of Eddie Coyle",84,"Jun 27, 1973",R
B994,"995.Séraphine",84,"Jun 5, 2009",Unrated
B995,"996.Oliver Twist",84,"Jul 30, 1951",Not Rated
B996,"997.49 Up",84,"Oct 6, 2006",Not Rated
B997,"998.BPM (Beats Per Minute)",84,"Oct 20, 2017",Not Rated
B998,"999.The Joy Luck Club",84,"Sep 8, 1993",R
B999,"1,000.Withnail & I",84,"Jun 19, 1987",R
B1000,"1,001.The Postman Always Rings Twice",84,"May 2, 1946",Passed
B1001,"1,002.Trafic",84,"Dec 11, 1972",G
B1002,"1,003.To Leslie",84,"Oct 7, 2022",R
B1003,"1,004.American Beauty",84,"Sep 15, 1999",TV-MA
B1004,"1,005.Harmonium",84,"Jun 16, 2017",Not Rated
B1005,"1,006.Kagemusha",84,"Oct 10, 1980",PG
B1006,"1,007.Blade Runner",84,"Jun 25, 1982",R
B1007,"1,008.Heart of a Dog",84,"Oct 21, 2015",Not Rated
